_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev20a,ev21a,ev22a,ev23a,ev24a,ev25a,ev26a,ev27a,ev28a,ev29a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,eventstate0,eventstate1,eventstate10,eventstate11,eventstate12,eventstate13,eventstate14,eventstate15,eventstate16,eventstate17,eventstate18,eventstate19,eventstate2,eventstate20,eventstate21,eventstate22,eventstate23,eventstate24,eventstate25,eventstate26,eventstate27,eventstate28,eventstate29,eventstate3,eventstate4,eventstate5,eventstate6,eventstate7,eventstate8,eventstate9,eventtype0,eventtype1,eventtype10,eventtype11,eventtype12,eventtype13,eventtype14,eventtype15,eventtype16,eventtype17,eventtype18,eventtype19,eventtype2,eventtype20,eventtype21,eventtype22,eventtype23,eventtype24,eventtype25,eventtype26,eventtype27,eventtype28,eventtype29,eventtype3,eventtype4,eventtype5,eventtype6,eventtype7,eventtype8,eventtype9,noevents,othertextfield0,othertextfield1,othertextfield10,othertextfield11,othertextfield12,othertextfield13,othertextfield14,othertextfield15,othertextfield16,othertextfield17,othertextfield18,othertextfield19,othertextfield2,othertextfield20,othertextfield21,othertextfield22,othertextfield23,othertextfield24,othertextfield25,othertextfield26,othertextfield27,othertextfield28,othertextfield29,othertextfield3,othertextfield4,othertextfield5,othertextfield6,othertextfield7,othertextfield8,othertextfield9,step_2_for_each_event_you_have_highlighted_select_the_event_state_and_the_event_type,verification,id,sentence,,
714042465,5/11/2015 03:49:47,1633910750,5/11/2015 03:49:02,false,instagc,0.9732,27914150,USA,TX,Dallas,72.190.59.224,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34, RJR Nabisco and Planters LifeSavers will concentrate more on our own core businesses   Mr. Gerstner said Friday . ',,
714042465,5/11/2015 04:25:59,1633921139,5/11/2015 04:16:19,false,pocketmoneygpt,0.9549,32162555,CAN,BC,Vancouver,108.180.194.80,6-13,,,,,,,,,,,16-18,,,,,,,,,,,,,,,,,,,Will happen,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34, RJR Nabisco and Planters LifeSavers will concentrate more on our own core businesses   Mr. Gerstner said Friday . ',,
714042466,6/6/2015 21:28:19,1653825751,6/6/2015 21:27:40,false,eup_slw,0.9531,18574912,USA,NJ,East Orange,108.50.137.124,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,Is happening,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35, I think the Gorbachev plan was a good one . ',,
714042466,6/7/2015 02:14:22,1653946246,6/7/2015 02:13:40,false,elite,0.947,31848532,USA,CA,San Jose,198.23.76.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,because no event are there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35, I think the Gorbachev plan was a good one . ',,
714042466,6/7/2015 04:00:06,1653987184,6/7/2015 03:59:29,false,dailyrewardsca,0.9721,32196253,CAN,AB,Calgary,162.157.48.49,4-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/7/2015 16:24:28,1654258272,6/7/2015 16:23:57,false,superrewards,0.9663,31767535,GBR,"","",90.221.68.104,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/7/2015 21:01:20,1654450360,6/7/2015 21:00:45,false,clixsense,0.9619,31813170,GBR,E5,Gateshead,151.227.253.42,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/8/2015 10:36:43,1655198840,6/8/2015 10:36:18,false,instagc,0.9498,19425875,USA,OH,Mansfield,71.50.37.124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/8/2015 22:20:15,1656127539,6/8/2015 22:19:47,false,elite,0.9637,32232485,USA,"","",208.31.49.20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/8/2015 22:25:20,1656133350,6/8/2015 22:24:56,false,prodege,0.9676,33005115,CAN,ON,Pembroke,98.124.8.186,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/9/2015 03:43:41,1656483187,6/9/2015 03:43:22,false,elite,0.8958,32309057,USA,NY,New York,107.168.23.155,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35, I think the Gorbachev plan was a good one . ',,
714042466,6/9/2015 08:15:30,1656763278,6/9/2015 08:13:31,false,clixsense,0.9457,6355877,GBR,J5,Whitley Bay,77.98.220.230,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/9/2015 10:27:04,1656879450,6/9/2015 10:26:30,false,elite,0.9695,30782237,GBR,H9,London,164.143.240.34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/9/2015 16:57:34,1657238170,6/9/2015 16:56:59,false,inboxpounds,0.9534,33035431,GBR,V2,Glasgow,82.12.114.190,4-5,,,,,,,,,,,8-9,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35, I think the Gorbachev plan was a good one . ',,
714042466,6/11/2015 01:02:20,1658602544,6/11/2015 01:00:27,false,gifthulk,0.6265,18666417,USA,PA,Meadville,24.101.97.237,4,,,,,,,,,,,5,,,,,,,,,,,6,8,,,,,,,Has happened,Has happened,,,,,,,,,,,Has happened,,,,,,,,,,,Has happened,,,,,,,Perception,Perception,,,,,,,,,,,Perception,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35, I think the Gorbachev plan was a good one . ',,
714042466,6/11/2015 11:50:26,1659016500,6/11/2015 11:49:41,false,gifthunterclub,0.9205,29582088,GBR,I2,Manchester,89.242.209.182,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35, I think the Gorbachev plan was a good one . ',,
714042466,6/11/2015 20:08:06,1659680221,6/11/2015 20:03:33,false,elite,0.9511,32943442,USA,"","",208.31.49.39,1-2,,,,,,,,,,,1-2,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35, I think the Gorbachev plan was a good one . ',,
714042467,5/9/2015 04:31:03,1632968131,5/9/2015 04:18:18,false,clixsense,0.9803,6363498,USA,GA,Fort Valley,23.125.3.6,2-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/9/2015 07:58:04,1633051828,5/9/2015 07:57:54,false,instagc,0.9834,13581319,USA,IL,Mount Vernon,66.232.166.86,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/9/2015 10:39:34,1633113078,5/9/2015 10:39:12,false,clixsense,0.9801,6352682,GBR,H9,London,2.125.111.168,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/9/2015 13:07:35,1633168166,5/9/2015 13:07:07,false,elite,0.9624,31913360,GBR,"","",88.150.208.28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/9/2015 15:51:47,1633239520,5/9/2015 15:50:41,false,instagc,0.9766,32352104,USA,ME,Bangor,74.75.63.81,2-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/9/2015 18:33:00,1633301780,5/9/2015 18:32:29,false,prodege,0.9723,19094317,USA,AZ,Tucson,68.228.35.152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 01:26:40,1633474141,5/10/2015 01:25:49,false,elite,0.9535,31848723,CAN,BC,Vancouver,162.245.145.108,1,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,Is happening,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 02:56:05,1633503522,5/10/2015 02:55:43,false,elite,0.9543,32306791,USA,TX,Dallas,69.162.75.20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 03:02:19,1633505314,5/10/2015 03:01:30,false,clixsense,0.9442,30313955,GBR,K5,Poole,2.30.145.202,4,,,,,,,,,,,5,,,,,,,,,,,7,,,,,,,,Is happening,Is happening,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 08:43:58,1633578446,5/10/2015 08:42:45,false,elite,0.9556,32732290,GBR,A7,Birmingham,86.147.79.250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 08:52:10,1633580161,5/10/2015 08:51:22,false,elite,0.962,31883685,GBR,H2,Accrington,80.47.186.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 09:12:18,1633584497,5/10/2015 09:11:52,false,clixsense,0.9566,29095456,IRL,7,Dublin,79.97.202.104,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 09:26:39,1633587925,5/10/2015 09:25:03,false,clixsense,0.9736,21490235,GBR,N7,Woking,86.30.254.232,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 09:54:17,1633593990,5/10/2015 09:52:48,false,clixsense,0.9689,29155723,GBR,H8,Liverpool,92.15.162.187,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042467,5/10/2015 11:37:21,1633614792,5/10/2015 11:35:32,false,clixsense,0.9651,28351359,GBR,"","",92.19.153.207,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,He said all three non-food operations are profitable . ',,
714042468,5/9/2015 08:00:49,1633052731,5/9/2015 08:00:24,false,instagc,0.9834,13581319,USA,IL,Mount Vernon,66.232.166.86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/9/2015 10:40:47,1633113366,5/9/2015 10:40:29,false,clixsense,0.9801,6352682,GBR,H9,London,2.125.111.168,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/9/2015 15:54:40,1633240780,5/9/2015 15:54:19,false,instagc,0.9766,32352104,USA,ME,Bangor,74.75.63.81,0-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/9/2015 18:35:00,1633302551,5/9/2015 18:34:36,false,prodege,0.9723,19094317,USA,AZ,Tucson,68.228.35.152,2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 01:29:42,1633475056,5/10/2015 01:29:03,false,elite,0.9535,31848723,CAN,BC,Vancouver,162.245.145.108,3,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,Has happened,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 02:58:37,1633504344,5/10/2015 02:58:09,false,elite,0.9543,32306791,USA,TX,Dallas,69.162.75.20,2,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 03:06:23,1633506511,5/10/2015 03:05:54,false,clixsense,0.9442,30313955,GBR,K5,Poole,2.30.145.202,3,,,,,,,,,,,4,,,,,,,,,,,5,,,,,,,,Has happened,Has happened,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 08:48:08,1633579388,5/10/2015 08:46:41,false,elite,0.9556,32732290,GBR,A7,Birmingham,86.147.79.250,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somebody is being acted upon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 08:57:42,1633581251,5/10/2015 08:55:26,false,elite,0.962,31883685,GBR,H2,Accrington,80.47.186.28,,,,,,,,,,,,2-3,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 09:59:38,1633594902,5/10/2015 09:58:51,false,clixsense,0.9689,29155723,GBR,H8,Liverpool,92.15.162.187,,,,,,,,,,,,3-13,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 11:42:09,1633615749,5/10/2015 11:41:44,false,clixsense,0.9651,28351359,GBR,"","",92.19.153.207,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 13:04:35,1633634899,5/10/2015 13:03:38,false,clixsense,0.9566,29095456,IRL,7,Dublin,79.97.202.104,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 15:48:14,1633677620,5/10/2015 15:47:33,false,prodege,0.9697,21500782,GBR,A7,Birmingham,77.100.48.222,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 15:48:15,1633677626,5/10/2015 15:47:26,false,instagc,0.9612,26611897,GBR,A7,Birmingham,92.16.102.73,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042468,5/10/2015 16:07:26,1633682304,5/10/2015 16:03:10,false,clixsense,0.9496,22518719,GBR,J8,Nottingham,86.10.69.152,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo  a new position . ',,
714042469,5/10/2015 15:51:18,1633678278,5/10/2015 15:50:55,false,prodege,0.9697,21500782,GBR,A7,Birmingham,77.100.48.222,4,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,Is happening,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
714042469,5/10/2015 16:29:24,1633688070,5/10/2015 16:28:42,false,elite,0.9706,32303982,GBR,H2,Lytham,80.42.186.22,2,,,,,,,,,,,,,,,,,,,,,,,19-20,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
714042469,5/10/2015 18:35:28,1633726209,5/10/2015 18:34:51,false,prodege,0.9733,16878855,CAN,BC,Fort Saint John,216.232.163.142,4,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,Is happening,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
714042469,5/10/2015 22:14:38,1633817021,5/10/2015 22:13:53,false,clixsense,0.9603,31379566,USA,IL,Channahon,75.49.216.241,0-1,,,,,,,,,,,4-11,,,,,,,,,,,,,,,,,,,Will happen,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
714042469,5/10/2015 23:24:24,1633835085,5/10/2015 23:22:11,false,gifthunterclub,0.9714,24043308,GBR,"","",94.102.147.250,4,,,,,,,,,,,19,,,,,,,,,,,20,,,,,,,,Is happening,Will happen,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
714042469,5/11/2015 03:51:37,1633911231,5/11/2015 03:51:02,false,instagc,0.9732,27914150,USA,TX,Dallas,72.190.59.224,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
714042469,5/11/2015 05:22:36,1633933806,5/11/2015 05:22:20,false,instagc,0.964,27597031,USA,VA,Manassas,108.31.34.199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,Crane Co. said it holds an 8.9% stake in Milton Roy Corp.  an analytical-instruments maker  and may seek control of the company . ',,
